0.00	128.73
1.00	128.73
2.00	128.73
3.00	67.88
4.00	0.00
5.00	65.54
6.00	53.83
7.00	72.56
8.00	32.77
9.00	37.45
10.00	86.60
11.00	117.03
12.00	56.17
13.00	65.54
14.00	0.00
15.00	58.51
16.00	30.43
17.00	46.81
18.00	0.00
19.00	42.13
20.00	49.15
21.00	67.88
22.00	65.54
23.00	142.77
24.00	227.03
25.00	386.19
26.00	388.53
27.00	428.32
28.00	358.10
29.00	318.31
30.00	444.70
31.00	337.04
32.00	334.70
33.00	360.44
34.00	353.42
35.00	430.66
36.00	416.62
37.00	414.27
38.00	409.59
39.00	465.77
40.00	482.15
41.00	484.49
42.00	589.82
43.00	641.31
44.00	535.98
45.00	660.03
46.00	627.26
47.00	505.56
48.00	500.87
49.00	491.51
50.00	355.76
51.00	514.92
52.00	442.36
53.00	547.69
54.00	470.45
55.00	381.51
56.00	444.70
57.00	428.32
58.00	545.34
59.00	404.91
60.00	451.72
61.00	421.30
62.00	456.40
63.00	475.13
64.00	547.69
65.00	533.64
66.00	603.86
67.00	613.22
68.00	587.47
69.00	655.35
70.00	578.11
71.00	601.52
72.00	617.90
73.00	566.41
74.00	374.49
75.00	414.27
76.00	360.44
77.00	414.27
78.00	400.23
79.00	468.11
80.00	440.02
81.00	470.45
82.00	306.61
83.00	346.40
84.00	533.64
85.00	461.09
86.00	505.56
87.00	624.92
88.00	643.65
89.00	517.26
90.00	444.70
91.00	603.86
92.00	557.05
93.00	521.94
94.00	540.66
95.00	568.75
96.00	540.66
97.00	552.37
98.00	575.77
99.00	627.26
100.00	521.94
101.00	613.22
102.00	547.69
103.00	603.86
104.00	617.90
105.00	589.82
106.00	664.71
107.00	561.73
108.00	638.97
109.00	711.52
110.00	671.73
111.00	699.82
112.00	798.12
113.00	938.55
114.00	877.70
115.00	887.06
116.00	875.36
117.00	830.89
118.00	617.90
119.00	507.90
120.00	433.00
121.00	505.56
122.00	430.66
123.00	456.40
124.00	414.27
125.00	437.68
126.00	442.36
127.00	386.19
128.00	402.57
129.00	486.83
130.00	486.83
131.00	461.09
132.00	456.40
133.00	388.53
134.00	472.79
135.00	454.06
136.00	514.92
137.00	578.11
138.00	524.28
139.00	486.83
140.00	489.17
141.00	557.05
142.00	638.97
143.00	671.73
144.00	477.47
145.00	435.34
146.00	397.89
147.00	461.09
148.00	379.17
149.00	493.85
150.00	447.04
151.00	435.34
152.00	493.85
153.00	620.24
154.00	816.85
155.00	1350.49
156.00	1598.59
157.00	1863.07
158.00	1827.96
159.00	1245.16
160.00	777.06
161.00	596.84
162.00	503.22
163.00	629.60
164.00	573.43
165.00	503.22
166.00	456.40
167.00	566.41
168.00	517.26
169.00	643.65
170.00	653.01
171.00	540.66
172.00	550.03
173.00	500.87
174.00	531.30
175.00	428.32
176.00	531.30
177.00	468.11
178.00	400.23
179.00	418.96
180.00	470.45
181.00	437.68
182.00	418.96
183.00	423.64
184.00	440.02
185.00	484.49
186.00	411.93
187.00	535.98
188.00	461.09
189.00	414.27
190.00	365.12
191.00	358.10
192.00	449.38
193.00	484.49
194.00	435.34
195.00	465.77
196.00	440.02
197.00	503.22
198.00	449.38
199.00	479.81
200.00	587.47
201.00	503.22
202.00	636.63
203.00	484.49
204.00	507.90
205.00	470.45
206.00	470.45
207.00	451.72
