0.00	754.59
1.00	754.59
2.00	754.59
3.00	674.82
4.00	653.20
5.00	667.15
6.00	644.26
7.00	645.47
8.00	630.63
9.00	632.97
10.00	636.86
11.00	642.62
12.00	636.11
13.00	639.39
14.00	631.24
15.00	654.65
16.00	659.09
17.00	653.57
18.00	663.68
19.00	667.85
20.00	680.77
21.00	688.63
22.00	714.99
23.00	727.02
24.00	1113.91
25.00	2168.37
26.00	2262.78
27.00	2294.57
28.00	2228.42
29.00	2158.82
30.00	2112.90
31.00	2096.51
32.00	2140.42
33.00	2195.14
34.00	2140.65
35.00	2092.81
36.00	2029.76
37.00	1984.35
38.00	2013.28
39.00	2049.47
40.00	2092.91
41.00	2094.40
42.00	2090.57
43.00	2056.82
44.00	2086.59
45.00	2185.12
46.00	2280.71
47.00	2351.49
48.00	2363.43
49.00	2373.44
50.00	2352.38
51.00	2341.61
52.00	2363.15
53.00	2407.19
54.00	2446.56
55.00	2516.54
56.00	2579.04
57.00	2659.50
58.00	2747.70
59.00	2807.29
60.00	2869.64
61.00	2812.15
62.00	2777.75
63.00	2678.60
64.00	2622.15
65.00	2513.55
66.00	2475.58
67.00	2426.71
68.00	2399.75
69.00	2420.72
70.00	2474.98
71.00	2584.05
72.00	2676.12
73.00	2699.71
74.00	2708.70
75.00	2693.39
76.00	2589.94
77.00	2516.78
78.00	2430.74
79.00	2339.74
80.00	2279.73
81.00	2198.84
82.00	2142.34
83.00	2089.54
84.00	2048.20
85.00	1984.03
86.00	1979.20
87.00	1978.03
88.00	1989.22
89.00	2039.92
90.00	2094.83
91.00	2217.05
92.00	2368.25
93.00	2477.55
94.00	2567.15
95.00	2584.51
96.00	2574.54
97.00	2525.72
98.00	2486.96
99.00	2425.45
100.00	2421.38
101.00	2451.85
102.00	2506.15
103.00	2569.02
104.00	2596.36
105.00	2545.80
106.00	2526.80
107.00	2513.45
108.00	2548.23
109.00	2574.64
110.00	2574.07
111.00	2547.44
112.00	2544.44
113.00	2535.17
114.00	2550.62
115.00	2624.77
116.00	2700.70
117.00	2819.60
118.00	2920.47
119.00	3003.94
120.00	3082.06
121.00	3074.90
122.00	3043.87
123.00	3057.16
124.00	3088.80
125.00	3157.99
126.00	3238.18
127.00	3301.89
128.00	3364.75
129.00	3331.94
130.00	3251.28
131.00	3146.48
132.00	3051.03
133.00	2913.73
134.00	2762.53
135.00	2542.24
136.00	2345.22
137.00	2105.73
138.00	1966.66
139.00	1951.35
140.00	2076.48
141.00	2257.45
142.00	2488.69
143.00	2718.11
144.00	2916.21
145.00	3078.65
146.00	3240.00
147.00	3351.04
148.00	3438.76
149.00	3472.18
150.00	3467.08
151.00	3358.58
152.00	3197.36
153.00	2977.44
154.00	2682.16
155.00	2455.83
156.00	2292.79
157.00	2269.76
158.00	2417.96
159.00	2687.31
160.00	2997.99
161.00	3339.99
162.00	3625.72
163.00	3864.60
164.00	3945.25
165.00	4062.66
166.00	4146.21
167.00	4282.90
168.00	4309.02
169.00	4394.78
170.00	4456.66
171.00	4432.60
172.00	4449.69
173.00	4472.20
174.00	4550.42
175.00	4510.17
176.00	4549.58
177.00	4596.39
178.00	4671.71
179.00	4748.10
180.00	4841.91
181.00	4816.73
182.00	4854.65
183.00	4892.42
184.00	4940.36
185.00	4954.96
186.00	4890.17
187.00	4847.58
188.00	4850.48
189.00	4760.42
190.00	4695.96
191.00	4784.06
192.00	4895.75
193.00	4950.61
194.00	4988.62
195.00	4917.37
196.00	4766.22
197.00	4773.24
198.00	4803.86
199.00	4906.14
200.00	4895.23
201.00	4900.10
202.00	4885.92
203.00	4824.87
204.00	4775.82
205.00	4755.22
206.00	4752.65
207.00	4706.72
208.00	4832.93
209.00	4949.16
210.00	4946.72
211.00	4949.95
212.00	4880.53
213.00	4893.83
214.00	4996.29
215.00	5092.40
216.00	5154.56
217.00	5264.94
218.00	5338.06
219.00	5350.98
220.00	5432.99
221.00	5380.10
222.00	5268.92
223.00	5120.39
224.00	4899.96
225.00	4787.33
226.00	4752.83
227.00	4843.08
228.00	5033.93
229.00	5149.79
230.00	5337.69
231.00	5486.17
232.00	5598.61
233.00	5679.59
234.00	5751.63
235.00	5728.27
236.00	5750.27
237.00	5793.90
238.00	5714.00
239.00	5681.28
240.00	5611.43
241.00	5559.29
242.00	5573.47
243.00	5657.07
244.00	5661.90
245.00	5880.92
246.00	5832.90
247.00	5836.59
248.00	5835.10
249.00	5816.84
250.00	5840.06
251.00	5900.26
252.00	5908.59
253.00	5895.01
254.00	5894.41
255.00	6009.04
256.00	6169.93
257.00	6261.78
258.00	6325.34
259.00	6370.10
260.00	6272.64
261.00	6200.31
262.00	6070.65
263.00	5950.91
264.00	5949.83
265.00	5947.63
266.00	6006.24
267.00	6072.29
268.00	6149.20
269.00	6076.03
270.00	6062.08
271.00	6108.70
272.00	6195.87
273.00	6308.40
274.00	6314.11
275.00	6170.49
276.00	6125.14
277.00	6024.16
278.00	5951.75
279.00	6058.94
280.00	6248.72
281.00	6452.95
282.00	6564.73
283.00	6656.44
284.00	6654.66
285.00	6603.35
286.00	6618.80
287.00	6596.10
288.00	6403.33
289.00	6328.90
290.00	6109.22
291.00	5949.17
292.00	5900.63
293.00	6019.62
294.00	6223.95
295.00	6349.64
296.00	6350.81
297.00	6295.43
298.00	6296.56
299.00	6354.79
300.00	6329.14
301.00	6356.47
302.00	6156.69
303.00	6228.26
304.00	6248.81
305.00	6239.12
306.00	6274.41
307.00	6165.63
308.00	6165.16
309.00	6143.67
310.00	6146.53
311.00	6343.09
312.00	6402.02
313.00	6221.80
314.00	6115.07
315.00	5851.90
316.00	5753.27
317.00	5854.01
318.00	5924.27
319.00	6087.31
320.00	6087.31
321.00	6224.00
322.00	6039.05
323.00	6011.43
324.00	5931.95
325.00	5954.84
326.00	5946.08
327.00	5912.10
328.00	5774.15
329.00	5483.27
330.00	5274.49
331.00	5074.28
332.00	4786.21
333.00	4723.76
334.00	4684.96
335.00	4732.14
336.00	5008.56
337.00	5349.58
338.00	5852.32
339.00	6415.03
340.00	6843.91
341.00	6878.79
342.00	6768.41
343.00	6395.89
344.00	6338.69
345.00	6414.75
346.00	6625.73
347.00	6834.69
348.00	6881.50
349.00	6776.08
350.00	6537.16
351.00	6163.89
352.00	6006.75
353.00	6029.55
354.00	6302.27
355.00	6497.14
356.00	6619.36
357.00	6714.81
358.00	6794.43
359.00	6741.68
360.00	6964.97
361.00	7008.03
362.00	7284.92
363.00	7245.64
364.00	7371.94
365.00	7332.48
366.00	7285.43
367.00	7229.59
368.00	7204.50
369.00	7131.00
370.00	6925.88
371.00	7015.47
372.00	6896.44
373.00	6757.03
374.00	6622.17
375.00	6428.80
376.00	6411.34
377.00	6451.64
378.00	6575.31
379.00	6790.88
380.00	6941.33
381.00	7028.07
382.00	7252.24
383.00	7298.26
384.00	7265.35
385.00	7132.97
386.00	7062.29
387.00	7227.01
388.00	7348.67
389.00	7508.72
390.00	7745.58
391.00	7866.82
392.00	7858.44
393.00	7944.39
394.00	8120.63
395.00	8146.14
396.00	8180.50
397.00	8208.63
398.00	8253.67
399.00	8257.36
400.00	8292.75
401.00	8122.03
402.00	8210.27
403.00	8223.33
404.00	8289.66
405.00	8332.54
406.00	8328.75
407.00	8381.83
408.00	8163.93
409.00	8054.39
410.00	8229.79
411.00	8291.35
412.00	8202.83
413.00	7885.73
414.00	7796.93
415.00	7690.49
416.00	7697.74
417.00	7858.21
418.00	7925.66
419.00	8118.99
420.00	8174.56
421.00	8276.93
422.00	8427.75
423.00	8490.34
424.00	8510.84
425.00	8548.53
426.00	8509.49
427.00	8362.31
428.00	8215.42
429.00	8336.05
430.00	8429.39
431.00	8416.85
432.00	8385.25
433.00	8391.24
434.00	8439.92
435.00	8534.67
436.00	8610.83
437.00	8658.91
438.00	8789.37
439.00	8825.08
440.00	8942.06
441.00	9178.41
442.00	9162.12
443.00	9120.46
444.00	9020.99
445.00	9003.48
446.00	8949.74
447.00	8855.70
448.00	8954.19
449.00	8810.01
450.00	8699.12
451.00	8659.00
452.00	8432.76
453.00	8237.94
454.00	8157.70
455.00	8159.95
456.00	8287.56
457.00	8462.72
458.00	8693.40
459.00	8750.14
460.00	8755.43
461.00	8858.27
462.00	8745.79
463.00	8730.01
464.00	8626.47
465.00	8603.34
466.00	8636.86
467.00	8744.99
468.00	8952.88
469.00	8834.45
470.00	9106.93
471.00	9177.38
472.00	9181.36
473.00	9132.21
474.00	9080.72
475.00	9305.55
476.00	9203.83
477.00	9325.68
478.00	9437.46
479.00	9311.77
480.00	9243.99
481.00	8975.16
482.00	8962.15
483.00	8826.07
484.00	8724.35
485.00	9120.46
486.00	9053.66
487.00	9095.04
488.00	9060.92
489.00	9026.42
490.00	9033.53
491.00	8920.58
492.00	8991.64
493.00	9075.61
494.00	9040.18
495.00	9106.56
496.00	9151.12
497.00	9262.30
498.00	9395.99
499.00	9330.97
500.00	9348.19
501.00	9298.76
502.00	9418.32
503.00	9467.89
504.00	9452.39
505.00	9573.45
506.00	9504.26
507.00	9496.16
508.00	9531.55
509.00	9446.87
510.00	9434.04
511.00	9447.62
512.00	9310.28
513.00	9401.56
514.00	9337.33
515.00	9334.62
516.00	9350.63
517.00	9261.87
518.00	9170.78
519.00	9163.71
520.00	9083.85
521.00	9423.14
522.00	9309.86
523.00	9308.64
524.00	9557.06
525.00	9551.49
526.00	9533.14
527.00	9230.89
528.00	9134.64
529.00	8895.39
530.00	8899.93
531.00	8986.77
532.00	9049.82
533.00	9152.71
534.00	9195.22
535.00	9188.99
536.00	9340.38
537.00	9089.56
538.00	9069.39
539.00	9264.40
540.00	9316.50
541.00	9287.71
542.00	9268.71
543.00	9317.53
544.00	9362.42
545.00	9259.44
546.00	9223.49
547.00	8984.66
548.00	9053.15
549.00	9009.05
550.00	9086.33
551.00	9068.31
552.00	9096.91
553.00	9200.97
554.00	9233.46
555.00	9315.80
556.00	9573.73
557.00	9613.98
558.00	9847.85
559.00	9922.70
560.00	9955.89
561.00	9896.53
562.00	9782.83
563.00	9528.88
564.00	9544.66
565.00	9477.20
566.00	9645.30
567.00	9753.90
568.00	9519.75
569.00	9658.45
570.00	9629.95
571.00	9899.53
572.00	10013.56
573.00	9993.71
574.00	9887.55
575.00	9936.88
576.00	9931.50
577.00	9985.76
578.00	9912.54
579.00	9992.64
580.00	9828.56
581.00	9865.78
582.00	9848.93
583.00	9842.14
584.00	9859.83
585.00	10049.18
586.00	10276.36
587.00	10396.52
588.00	10288.11
589.00	10402.18
590.00	10648.78
591.00	10720.31
592.00	10762.63
593.00	10832.61
594.00	10746.85
595.00	10626.17
596.00	10642.28
597.00	10817.07
598.00	10889.06
599.00	11143.95
600.00	11254.14
601.00	11219.31
602.00	11115.44
603.00	11159.81
604.00	11181.02
605.00	11361.57
606.00	11671.83
607.00	11325.71
608.00	11475.51
609.00	11581.67
610.00	11703.80
611.00	11809.36
612.00	11758.38
613.00	11863.66
614.00	12038.83
615.00	11988.04
616.00	11946.61
617.00	11980.50
618.00	12057.04
619.00	12134.23
620.00	12124.26
621.00	12268.20
622.00	12335.75
623.00	12352.79
624.00	12505.44
625.00	12285.94
626.00	12219.70
627.00	12292.03
628.00	12440.65
629.00	12437.70
630.00	12685.89
631.00	12692.63
632.00	12274.75
633.00	11873.68
634.00	11767.98
635.00	11211.35
636.00	10530.87
637.00	10447.96
638.00	10738.75
639.00	11103.64
640.00	11435.67
641.00	11777.67
642.00	11992.81
643.00	12163.44
644.00	12425.06
645.00	12744.87
646.00	12917.18
647.00	13130.64
648.00	13178.95
649.00	13220.42
650.00	13231.56
651.00	12959.73
652.00	12865.36
653.00	12750.72
654.00	13015.11
655.00	13524.83
656.00	13849.89
657.00	14057.73
658.00	14258.54
659.00	14239.16
660.00	14370.89
